,zipcode,Avg Adj Gross Income,%Elderly,%Single,%Joint,%HeadofH,avgDep
16609,56759,48.16428571428571,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,0.6428571428571429
16610,56760,51.26315789473684,0.2631578947368421,0.5263157894736842,0.42105263157894735,0.10526315789473684,0.5263157894736842
16611,56761,48.24285714285714,0.23809523809523808,0.42857142857142855,0.47619047619047616,0.14285714285714285,0.5238095238095238
16612,56762,62.89421487603306,0.3140495867768595,0.4462809917355372,0.47107438016528924,0.08264462809917356,0.5702479338842975
16613,56763,70.59508196721312,0.22540983606557377,0.45901639344262296,0.4180327868852459,0.11475409836065574,0.6311475409836066
16614,57001,59.1865671641791,0.3582089552238806,0.373134328358209,0.5074626865671642,0.08955223880597014,0.5223880597014925
16615,57002,60.66984126984127,0.20634920634920634,0.4603174603174603,0.42857142857142855,0.09523809523809523,0.6507936507936508
16616,57003,71.86914893617022,0.22340425531914893,0.40425531914893614,0.5,0.07446808510638298,0.7127659574468085
16617,57004,60.584023668639055,0.28994082840236685,0.4378698224852071,0.46153846153846156,0.07692307692307693,0.591715976331361
16618,57005,82.55989583333333,0.2065972222222222,0.4184027777777778,0.4826388888888889,0.08506944444444445,0.7621527777777778
16619,57006,67.03958333333334,0.23214285714285715,0.5228174603174603,0.39186507936507936,0.07242063492063493,0.5218253968253969
16620,57010,70.808,0.36,0.44,0.52,0.0,0.52
16621,57012,65.69636363636364,0.2545454545454545,0.43636363636363634,0.45454545454545453,0.09090909090909091,0.6727272727272727
16622,57013,62.80765765765766,0.2747747747747748,0.4594594594594595,0.4369369369369369,0.08558558558558559,0.5945945945945946
16623,57014,55.297014925373134,0.34328358208955223,0.43283582089552236,0.47761194029850745,0.08955223880597014,0.6716417910447762
16624,57015,79.21951219512195,0.34146341463414637,0.3902439024390244,0.5365853658536586,0.07317073170731707,0.7073170731707317
16625,57016,73.76764705882353,0.3235294117647059,0.38235294117647056,0.47058823529411764,0.058823529411764705,0.6176470588235294
16626,57017,60.36666666666667,0.25396825396825395,0.4603174603174603,0.4603174603174603,0.06349206349206349,0.5873015873015873
16627,57018,64.71428571428571,0.2571428571428571,0.42857142857142855,0.4857142857142857,0.07142857142857142,0.6428571428571429
16628,57020,71.73291139240506,0.21518987341772153,0.3924050632911392,0.5063291139240507,0.0759493670886076,0.7215189873417721
16629,57021,53.81666666666667,0.4166666666666667,0.5,0.5,0.0,0.5
16630,57022,69.03333333333333,0.23412698412698413,0.44841269841269843,0.46825396825396826,0.07142857142857142,0.6944444444444444
16631,57024,50.01578947368421,0.21052631578947367,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.7368421052631579
16632,57025,70.95522388059702,0.26865671641791045,0.44029850746268656,0.48507462686567165,0.08208955223880597,0.6567164179104478
16633,57026,60.285483870967745,0.22580645161290322,0.41935483870967744,0.5,0.08064516129032258,0.7580645161290323
16634,57028,50.52156862745098,0.3006535947712418,0.47058823529411764,0.35294117647058826,0.1568627450980392,0.673202614379085
16635,57029,55.57156862745098,0.37254901960784315,0.47058823529411764,0.47058823529411764,0.049019607843137254,0.5098039215686274
16636,57030,70.66041666666666,0.22916666666666666,0.4444444444444444,0.4722222222222222,0.0763888888888889,0.7083333333333334
16637,57031,49.412121212121214,0.24242424242424243,0.5151515151515151,0.42424242424242425,0.09090909090909091,0.5454545454545454
16638,57032,81.21024930747923,0.1329639889196676,0.39335180055401664,0.4986149584487535,0.08587257617728532,0.8476454293628809
16639,57033,75.16022727272727,0.20833333333333334,0.4015151515151515,0.48484848484848486,0.08333333333333333,0.7121212121212122
